PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
700,0,2,"Martin, Mr. John",male,42.94,1,0,483346,10.375,,S
701,0,1,"Brown, Mr. William",male,36.31,0,0,516085,35.4359,G110,C
702,1,2,"Miller, Miss. Nora",female,,0,1,512605,7.2278,,S
703,0,1,"Wilson, Mr. Henry",male,45.43,0,0,994228,124.4925,G3,S
704,0,3,"Johnson, Mrs. Anna",female,12.37,0,0,225399,5.499,B116,Q
705,0,2,"Thompson, Miss. Elizabeth",female,,1,0,479306,23.3149,,S
706,0,3,"Johnson, Mr. George",male,35.65,0,0,616677,8.2103,,S
707,0,3,"Williams, Mr. James",male,58.85,1,0,281205,23.7575,G130,C
708,0,3,"Moore, Miss. Florence",female,,0,0,189393,39.1388,,C
709,0,2,"Anderson, Mr. George",male,,8,0,56187,0.4669,,Q
710,1,3,"Smith, Mrs. Elizabeth",female,35.0,0,0,332948,6.166,,C
711,0,3,"Davis, Rev. Robert",male,35.65,0,0,261634,8.1021,,S
712,1,3,"Thomas, Miss. Elizabeth",female,,0,0,203752,10.4498,,Q
713,1,3,"Jackson, Mrs. Nora",female,19.76,0,0,278553,9.9607,,S
714,0,3,"White, Mr. William",male,32.03,0,0,699696,3.8221,,S
715,0,3,"Moore, Mr. George",male,14.24,1,1,829244,39.6614,,S
716,1,1,"Harris, Mrs. Margaret",female,32.66,0,0,521406,62.8135,,C
717,1,3,"Smith, Mr. Edward",male,26.16,0,0,75874,16.9818,,S
718,0,1,"White, Mr. John",male,50.95,0,2,738739,106.3886,,C
719,0,3,"Jackson, Mr. James",male,17.14,0,0,160477,3.0297,,S
720,0,3,"Jackson, Master. Edward",male,1.05,1,0,66675,9.2051,,S
721,1,3,"Smith, Miss. Helen",female,,0,0,572775,20.3033,,S
722,1,2,"Williams, Mrs. Elizabeth",female,13.63,1,0,431108,45.4419,,S
723,0,1,"Harris, Mr. William",male,,8,0,318715,57.3836,,S
724,0,3,"Robinson, Mrs. Nora",female,22.99,0,1,967288,3.6201,,S
725,1,1,"Robinson, Mr. John",male,,0,3,100310,46.3129,,S
726,0,1,"Brown, Mr. John",male,28.86,0,0,63083,55.4546,,S
727,1,2,"Thomas, Mr. Charles",male,19.94,0,0,591614,13.1317,,S
728,1,1,"Harris, Mrs. Elizabeth",female,32.27,0,0,424194,35.4696,,S
729,0,3,"Brown, Mr. Frank",male,42.19,2,0,803525,3.2506,C49,S
730,0,3,"Jackson, Mr. Frank",male,,0,0,49994,4.5803,,S
731,1,2,"Davis, Mr. George",male,30.21,0,0,425183,11.3831,E56,S
732,1,1,"Martinez, Mrs. Emily",female,32.01,1,0,155186,123.0615,,S
733,0,1,"Martinez, Mr. Charles",male,32.37,0,0,50772,156.4284,F8,S
734,0,2,"Smith, Mr. Edward",male,34.26,1,0,467900,19.6394,,S
735,1,1,"Taylor, Miss. Mary",female,45.59,0,0,737499,28.8262,,S
736,0,3,"Williams, Master. William",male,,0,0,165938,7.9678,G3,S
737,0,1,"Brown, Mr. Frank",male,38.47,2,2,843864,9.0888,,S
738,0,2,"Jackson, Master. William",male,,1,0,523567,46.0217,,S
739,0,2,"Johnson, Mr. James",male,32.75,1,0,485690,10.4508,E114,S
740,0,2,"Martinez, Major. William",male,39.91,0,0,923503,23.9192,,Q
741,0,1,"Williams, Miss. Helen",female,34.36,1,0,335872,149.0973,C137,S
742,1,1,"Garcia, Mr. John",male,61.61,0,2,208403,223.6477,E10,S
743,1,3,"Martinez, Miss. Helen",female,13.54,0,2,788412,21.6131,D113,C
744,0,1,"Miller, Miss. Helen",female,40.83,0,0,116114,53.5405,,S
745,0,3,"Moore, Mr. Frank",male,24.53,0,0,873373,17.537,,S
746,0,3,"Williams, Mr. Robert",male,,0,0,827022,35.5973,,C
747,1,2,"Martin, Miss. Ida",female,28.51,0,0,977218,10.368,,S
748,0,2,"Smith, Mr. Robert",male,31.39,1,0,465666,4.6195,,C
749,0,3,"Jackson, Miss. Nora",female,36.02,1,0,625972,5.8251,,S
750,0,3,"White, Miss. Helen",female,,2,0,883784,16.718,,S
751,0,2,"Wilson, Mr. James",male,29.97,0,0,140293,13.3359,,S
752,0,2,"Martin, Rev. Edward",male,40.6,2,0,313061,16.8794,B134,S
753,1,2,"Moore, Mr. George",male,,0,0,477133,28.0476,C51,Q
754,0,3,"Jones, Mr. Charles",male,,0,0,631256,5.712,,S
755,0,3,"Jones, Mr. Charles",male,15.09,1,0,682376,10.8601,,S
756,1,1,"Williams, Mr. Frank",male,52.18,0,0,924079,48.1621,E54,S
757,1,2,"Jones, Mrs. Helen",female,58.74,0,0,494437,51.8648,,S
758,1,3,"Anderson, Miss. Ida",female,23.41,0,0,179978,21.1514,,S
759,1,1,"Jones, Miss. Elizabeth",female,9.5,0,0,198004,54.9463,,C
760,0,3,"Jones, Mr. Frank",male,17.88,1,1,802720,8.5648,E97,S
761,0,3,"Williams, Major. Frank",male,41.01,0,2,466424,37.2668,C142,C
762,1,1,"Thompson, Mr. Frank",male,45.19,0,0,635200,216.3335,,S
763,1,1,"Williams, Mr. Charles",male,41.24,0,0,567228,102.0238,,S
764,1,1,"Anderson, Mrs. Margaret",female,,0,0,814816,71.6256,,S
765,0,3,"Taylor, Mr. Edward",male,,1,0,226261,3.8906,D83,S
766,0,1,"Thompson, Mr. William",male,53.83,3,0,178986,35.9953,,S
767,1,1,"Davis, Mrs. Elizabeth",female,49.95,1,0,736206,22.1321,C5,S
768,0,1,"Moore, Mr. George",male,57.78,1,0,439745,153.1486,,C
769,0,1,"Harris, Mr. Robert",male,42.66,0,0,817632,24.2164,,C
770,0,3,"Jones, Mr. James",male,,1,0,137548,8.4767,,C
771,0,1,"Johnson, Major. James",male,34.01,0,0,279162,11.3329,,Q
772,0,3,"Jones, Miss. Emily",female,17.18,0,0,960480,2.7794,,C
773,0,3,"Martin, Mr. Thomas",male,47.19,0,0,845232,19.3461,C28,S
774,1,3,"Anderson, Miss. Alice",female,,0,0,72064,14.8599,,S
775,1,1,"Garcia, Miss. Anna",female,48.46,1,0,818680,73.5934,D88,C
776,1,3,"Jackson, Miss. Ida",female,26.61,1,0,74828,8.6039,,Q
777,0,3,"Anderson, Mr. Robert",male,17.38,3,0,129099,2.4144,,Q
778,1,1,"Jackson, Mr. Thomas",male,38.14,0,0,899173,47.1822,,C
779,0,3,"Jones, Mrs. Florence",female,43.67,0,1,134761,10.3616,C59,S
780,0,3,"Johnson, Mr. Robert",male,32.22,1,0,307754,18.4381,,Q
781,0,2,"Martin, Master. Charles",male,7.75,0,0,144002,35.9886,,Q
782,1,3,"Brown, Mrs. Margaret",female,22.2,0,0,601049,19.7705,,S
783,0,3,"Williams, Mr. Edward",male,48.17,0,1,66613,14.7953,,C
784,0,3,"Martinez, Mrs. Anna",female,22.22,8,0,294600,11.8643,F92,S
785,0,3,"Jones, Miss. Ida",female,1.59,1,1,333068,13.7488,,Q
786,1,2,"Garcia, Mrs. Helen",female,54.61,0,0,652270,10.8862,C2,S
787,0,3,"Harris, Mr. Henry",male,33.87,0,0,501549,12.6432,E51,C
788,1,2,"Wilson, Mrs. Ida",female,29.09,0,0,200544,15.4355,,S
789,0,3,"Garcia, Mr. Robert",male,20.17,0,0,469661,47.2612,,S
790,0,3,"Johnson, Miss. Florence",female,39.07,0,0,464280,14.006,E48,S
791,1,1,"Martin, Miss. Ida",female,30.95,0,0,360173,8.1831,,S
792,1,2,"Williams, Mrs. Margaret",female,44.93,0,0,538156,12.3256,,S
793,1,2,"Martin, Mr. James",male,37.05,0,1,332877,14.1398,,Q
794,0,1,"Harris, Mr. Robert",male,41.18,0,0,340306,132.7063,,S
795,0,1,"Smith, Mr. Robert",male,39.89,0,0,785523,93.9814,,C
796,0,2,"Harris, Mr. Henry",male,27.73,0,0,259183,22.1068,B122,S
797,0,1,"Johnson, Rev. Charles",male,51.59,1,1,335726,174.9672,,S
798,0,1,"Jones, Mr. Frank",male,26.75,0,2,148804,216.9965,,C
799,1,3,"Martin, Master. Thomas",male,3.91,1,0,701159,19.3262,,S
800,1,3,"Wilson, Mrs. Elizabeth",female,32.99,0,2,709082,8.7567,D30,S
801,0,3,"Davis, Miss. Helen",female,33.21,0,1,681322,8.9701,C133,C
802,0,2,"Moore, Mr. James",male,36.24,0,1,176599,39.0818,,C
803,0,3,"Martinez, Mrs. Anna",female,,0,1,457067,8.9483,,S
804,1,3,"Martinez, Mrs. Anna",female,20.83,0,0,299204,11.2624,,Q
805,0,1,"Anderson, Dr. William",male,48.24,1,0,766066,49.6251,,S
806,0,1,"White, Mr. Charles",male,,2,0,343539,28.3638,,S
807,0,3,"Wilson, Miss. Alice",female,18.67,0,0,421794,44.8803,,S
808,1,1,"Robinson, Miss. Elizabeth",female,33.95,0,0,459822,69.4126,,S
809,1,3,"Jones, Mrs. Mary",female,51.27,1,0,763179,31.2795,,S
810,0,3,"Harris, Miss. Emily",female,2.45,0,2,705542,9.0457,,C
811,1,1,"Jackson, Mrs. Mary",female,44.5,0,0,821780,42.8024,,S
812,0,1,"Martin, Mr. Henry",male,16.17,1,5,433665,111.5727,,S
813,0,3,"Martinez, Mr. Thomas",male,23.59,0,0,821409,23.9809,,S
814,0,3,"Miller, Major. Edward",male,,0,0,872381,25.0362,,S
815,1,1,"Moore, Mrs. Florence",female,10.89,0,0,528666,62.8717,,S
816,0,3,"Davis, Mr. Frank",male,30.06,0,1,682987,19.5396,,Q
817,0,3,"Robinson, Mr. Frank",male,20.06,0,0,910462,7.6327,,S
818,1,3,"Martinez, Mrs. Nora",female,0.42,1,0,840101,12.5226,C60,S
819,0,3,"Williams, Mr. Thomas",male,35.91,0,0,283674,9.4948,,S
820,1,2,"Thompson, Miss. Alice",female,48.66,1,0,719189,12.55,,S
821,1,1,"Jackson, Mr. Frank",male,57.37,1,0,451501,79.1804,,C
822,0,3,"Martin, Miss. Ida",female,29.67,1,1,157145,4.5132,,Q
823,1,2,"Williams, Miss. Mary",female,30.6,0,0,378069,33.9027,B145,S
824,1,3,"Jones, Mr. George",male,42.27,0,1,978147,8.4149,,S
825,1,3,"Thompson, Miss. Emily",female,46.87,0,0,958314,21.929,,S
826,0,1,"Williams, Dr. Edward",male,52.74,0,6,788719,33.2799,,S
827,0,3,"Taylor, Master. William",male,12.76,2,0,990457,8.3911,,S
828,1,1,"Martin, Miss. Elizabeth",female,40.62,0,0,576993,27.5855,,S
829,1,3,"Jackson, Miss. Anna",female,,1,0,759989,4.3427,,C
830,1,2,"Wilson, Master. George",male,6.47,0,0,173578,9.1027,,S
831,0,3,"Jackson, Mr. Thomas",male,31.1,0,0,305776,5.503,,S
832,1,3,"Miller, Miss. Ida",female,54.55,0,0,180953,4.5344,,S
833,0,2,"Thompson, Mr. William",male,38.32,1,0,938189,17.7923,E33,C
834,0,3,"Williams, Mr. Robert",male,,0,0,618187,17.9484,,S
835,1,3,"White, Mr. Edward",male,27.38,0,0,933274,18.6095,,S
836,0,3,"Jackson, Mr. Edward",male,24.05,1,6,422034,2.2187,,C
837,0,3,"Williams, Mrs. Florence",female,29.96,0,0,409411,9.4472,B125,S
838,0,3,"Garcia, Mr. William",male,,0,0,679100,8.7196,E32,Q
839,0,2,"Garcia, Mr. John",male,,0,0,572228,43.2098,,S
840,1,3,"Robinson, Miss. Helen",female,41.46,0,0,378703,9.7361,,S
841,0,1,"Jackson, Rev. Frank",male,55.84,0,0,324412,68.376,F70,Q
842,1,3,"Martinez, Miss. Margaret",female,,0,0,517716,3.161,F45,S
843,0,3,"Brown, Mr. Thomas",male,,0,0,84788,5.9453,B129,S
844,1,2,"Williams, Mrs. Emily",female,28.87,0,0,196078,4.4395,,S
845,1,1,"Miller, Miss. Nora",female,,0,0,53324,76.4541,,C
846,0,3,"Robinson, Mrs. Alice",female,30.98,0,0,163648,29.4905,,C
847,1,2,"Anderson, Mr. Charles",male,42.93,0,2,206678,9.1663,E137,S
848,0,3,"Moore, Mr. Thomas",male,26.08,0,0,84888,9.7973,,Q
849,0,1,"Miller, Mrs. Nora",female,56.33,0,0,64900,33.9282,,S
850,0,3,"White, Mr. Thomas",male,,0,0,821442,7.1399,D136,S
851,0,1,"Jackson, Mr. Henry",male,46.11,0,0,190846,77.6511,,S
852,1,1,"Taylor, Rev. Charles",male,27.17,1,1,559831,238.5749,,S
853,0,3,"Miller, Miss. Elizabeth",female,53.06,1,0,107560,28.5263,,C
854,0,3,"Smith, Miss. Margaret",female,31.11,0,0,947668,34.1962,,S
855,0,1,"Robinson, Mr. Thomas",male,47.27,0,0,246578,135.2767,,S
856,1,3,"White, Mrs. Margaret",female,4.09,0,0,751990,9.6962,,S
857,0,3,"Anderson, Mr. Edward",male,14.3,1,2,644771,8.6821,,C
858,0,3,"Smith, Mr. Thomas",male,41.09,0,0,771074,6.1578,,Q
859,0,2,"Garcia, Mr. Thomas",male,33.73,0,0,632857,14.3288,D3,S
860,0,3,"Johnson, Master. Thomas",male,,0,1,513967,29.7696,,S
861,0,3,"Jackson, Rev. George",male,38.5,0,0,774407,29.5449,,S
862,0,3,"Brown, Mrs. Alice",female,17.93,0,0,817298,48.4484,,S
863,0,3,"Wilson, Mrs. Nora",female,43.35,1,0,386128,13.3684,,Q
864,1,3,"Davis, Mr. Robert",male,23.86,1,0,942641,3.8868,,S
865,1,1,"Martinez, Mr. John",male,40.66,0,1,987616,104.9987,,S
866,0,3,"Martinez, Mr. Thomas",male,40.33,0,0,724522,39.1863,F7,S
867,1,3,"Davis, Miss. Emily",female,13.33,0,0,929657,32.3866,,S
868,1,3,"Martin, Mrs. Florence",female,12.09,0,1,114532,7.9023,,Q
869,0,1,"White, Miss. Anna",female,35.45,0,0,544928,26.0314,,S
870,0,1,"Anderson, Mr. George",male,48.75,0,0,654509,25.351,,S
871,0,3,"Thomas, Master. Thomas",male,7.7,1,0,928438,6.5002,,S
872,0,1,"Thompson, Mr. Frank",male,16.32,5,1,129228,45.1042,,Q
873,0,3,"Moore, Mr. Charles",male,35.71,0,0,808014,9.1354,,Q
874,0,2,"Smith, Mr. George",male,22.16,0,0,86450,28.0513,A60,S
875,0,3,"Miller, Mr. Henry",male,,0,0,364523,8.8881,,S
876,1,3,"Martin, Mrs. Nora",female,0.86,0,0,695970,12.1029,G47,S
877,0,2,"Robinson, Mr. Charles",male,21.17,0,0,298069,4.1277,G34,S
878,0,2,"Moore, Dr. Frank",male,29.9,0,0,836436,9.2244,,S
879,1,3,"Moore, Miss. Elizabeth",female,37.09,0,0,931210,5.9224,,C
880,0,3,"Harris, Mr. Charles",male,14.97,1,2,167252,2.2922,,Q
881,1,2,"Martinez, Miss. Elizabeth",female,51.55,0,0,265506,13.035,,S
882,0,3,"Moore, Mr. George",male,16.1,0,0,83407,2.7794,,S
883,0,3,"Martinez, Mrs. Florence",female,,0,0,712995,8.2247,,S
884,0,3,"Johnson, Mr. William",male,44.99,4,2,887656,12.8132,,S
885,0,1,"Garcia, Mr. Robert",male,40.75,0,2,605608,184.5959,,S
886,0,2,"Davis, Mrs. Anna",female,22.82,0,0,140887,8.4742,,S
887,0,2,"Harris, Mr. John",male,27.98,0,0,182004,18.7775,,Q
888,0,1,"Wilson, Mr. Edward",male,55.59,0,0,44735,42.2319,,S
889,1,1,"Garcia, Mr. Robert",male,57.06,8,1,495093,16.0778,D146,C
890,0,3,"Davis, Mr. John",male,14.38,0,0,723843,30.3391,,S
891,1,2,"Moore, Mrs. Nora",female,,1,0,158516,19.8247,,S
